id,sweaterNumber,headshot,teamAbbrev,teamLogo,position,value,firstName.default,lastName.default,teamName.default,lastName.cs,lastName.fi,lastName.sk,firstName.cs,firstName.fi,firstName.sk,teamName.fr,firstName.de,firstName.es,firstName.sv,lastName.sv,firstName.fr,lastName.de,lastName.es
8477934,29,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477934.png,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,C,31,Leon,Draisaitl,Oilers,,,,,,,,,,,,,,
8478420,96,https://assets.nhle.com/mugs/nhl/20242025/COL/8478420.png,COL,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,R,25,Mikko,Rantanen,Avalanche,,,,,,,,,,,,,,
8476460,55,https://assets.nhle.com/mugs/nhl/20242025/WPG/8476460.png,WPG,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,C,25,Mark,Scheifele,Jets,,,,,,,,,,,,,,
8477933,13,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477933.png,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,C,25,Sam,Reinhart,Panthers,,,,,,,,,,,,,,
8478010,21,https://assets.nhle.com/mugs/nhl/20242025/TBL/8478010.png,TBL,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,C,25,Brayden,Point,Lightning,,,,,,,,,,,,,,
8477939,88,https://assets.nhle.com/mugs/nhl/20242025/TOR/8477939.png,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,R,24,William,Nylander,Maple Leafs,,,,,,,,,,,,,,
8478398,81,https://assets.nhle.com/mugs/nhl/20242025/WPG/8478398.png,WPG,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,L,23,Kyle,Connor,Jets,,,,,,,,,,,,,,
8478864,97,https://assets.nhle.com/mugs/nhl/20242025/MIN/8478864.png,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,L,23,Kirill,Kaprizov,Wild,,,,,,,,,,,,,,
8481540,13,https://assets.nhle.com/mugs/nhl/20242025/MTL/8481540.png,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,R,23,Cole,Caufield,Canadiens,,,,,,,,,,,,,,
8476483,67,https://assets.nhle.com/mugs/nhl/20242025/PIT/8476483.png,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,R,22,Rickard,Rakell,Penguins,,,,,,,,,,,,,,
8477404,59,https://assets.nhle.com/mugs/nhl/20242025/TBL/8477404.png,TBL,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,C,21,Jake,Guentzel,Lightning,,,,,,,,,,,,,,
8476453,86,https://assets.nhle.com/mugs/nhl/20242025/TBL/8476453.png,TBL,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,R,20,Nikita,Kucherov,Lightning,Kučerov,Kutsherov,Kučerov,,,,,,,,,,,
8478439,11,https://assets.nhle.com/mugs/nhl/20242025/PHI/8478439.png,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg,R,20,Travis,Konecny,Flyers,,,,,,,,,,,,,,
8479542,38,https://assets.nhle.com/mugs/nhl/20242025/TBL/8479542.png,TBL,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,L,20,Brandon,Hagel,Lightning,,,,,,,,,,,,,,
8475166,91,https://assets.nhle.com/mugs/nhl/20242025/TOR/8475166.png,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,C,20,John,Tavares,Maple Leafs,,,,,,,,,,,,,,
8477960,9,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477960.png,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,R,20,Adrian,Kempe,Kings,,,,,,,,,,,,,,
8471214,8,https://assets.nhle.com/mugs/nhl/20242025/WSH/8471214.png,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_light.svg,L,20,Alex,Ovechkin,Capitals,Ovečkin,Ovetshkin,Ovečkin,Alexandr,Aleksandr,Alexander,,,,,,,,
8477956,88,https://assets.nhle.com/mugs/nhl/20242025/BOS/8477956.png,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg,R,19,David,Pastrnak,Bruins,Pastrňák,,Pastrňák,,,,,,,,,,,
8479385,25,https://assets.nhle.com/mugs/nhl/20242025/STL/8479385.png,STL,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,C,19,Jordan,Kyrou,Blues,,,,,,,,,,,,,,
8480014,13,https://assets.nhle.com/mugs/nhl/20242025/WPG/8480014.png,WPG,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,C,19,Gabriel,Vilardi,Jets,,,,,,,,,,,,,,
8479337,93,https://assets.nhle.com/mugs/nhl/20242025/DET/8479337.png,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,R,19,Alex,DeBrincat,Red Wings,,,,,,,,,,,,,,
8480002,13,https://assets.nhle.com/mugs/nhl/20242025/NJD/8480002.png,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,C,19,Nico,Hischier,Devils,,,,,,,,,,,,,,
8475314,27,https://assets.nhle.com/mugs/nhl/20242025/NYI/8475314.png,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,L,19,Anders,Lee,Islanders,,,,,,,,,,,,,,
8479420,72,https://assets.nhle.com/mugs/nhl/20242025/BUF/8479420.png,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,C,19,Tage,Thompson,Sabres,,,,,,,,,,,,,,
8476880,43,https://assets.nhle.com/mugs/nhl/20242025/WSH/8476880.png,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_light.svg,R,19,Tom,Wilson,Capitals,,,,,,,,,,,,,,
8478449,24,https://assets.nhle.com/mugs/nhl/20242025/DAL/8478449.png,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,C,19,Roope,Hintz,Stars,,,,,,,,,,,,,,
8480893,86,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8480893.png,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,R,18,Kirill,Marchenko,Blue Jackets,Marčenko,Martshenko,Marčenko,,,,,,,,,,,
8480801,7,https://assets.nhle.com/mugs/nhl/20242025/OTT/8480801.png,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,L,18,Brady,Tkachuk,Senators,,,,,,,Sénateurs,,,,,,,
8477946,71,https://assets.nhle.com/mugs/nhl/20242025/DET/8477946.png,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,C,18,Dylan,Larkin,Red Wings,,,,,,,,,,,,,,
8481656,21,https://assets.nhle.com/mugs/nhl/20242025/WSH/8481656.png,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_light.svg,C,18,Aliaksei,Protas,Capitals,,,,Alexej,Aljaksei,Alexej,,Alexei,Alexei,,,,,
8476456,10,https://assets.nhle.com/mugs/nhl/20242025/CGY/8476456.png,CGY,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg,C,18,Jonathan,Huberdeau,Flames,,,,,,,,,,,,,,
8481559,86,https://assets.nhle.com/mugs/nhl/20242025/NJD/8481559.png,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,C,17,Jack,Hughes,Devils,,,,,,,,,,,,,,
8482078,23,https://assets.nhle.com/mugs/nhl/20242025/DET/8482078.png,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,L,17,Lucas,Raymond,Red Wings,,,,,,,,,,,,,,
8478550,10,https://assets.nhle.com/mugs/nhl/20242025/NYR/8478550.png,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,L,17,Artemi,Panarin,Rangers,,,,Artěmij,,Artemij,,,,,,,,
8478519,71,https://assets.nhle.com/mugs/nhl/20242025/TBL/8478519.png,TBL,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,C,17,Anthony,Cirelli,Lightning,,,,,,,,,,,,,,
8481580,24,https://assets.nhle.com/mugs/nhl/20242025/WSH/8481580.png,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_light.svg,C,17,Connor,McMichael,Capitals,,,,,,,,,,,,,,
8481716,10,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8481716.png,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,L,17,Dmitri,Voronkov,Blue Jackets,,,,Dmitrij,,Dmitrij,,,,,,,,
8478498,74,https://assets.nhle.com/mugs/nhl/20242025/VAN/8478498.png,VAN,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,L,17,Jake,DeBrusk,Canucks,,,,,,,,,,,,,,
8476474,11,https://assets.nhle.com/mugs/nhl/20242025/NJD/8476474.png,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,R,17,Stefan,Noesen,Devils,,,,,,,,,,,,,,
8478458,96,https://assets.nhle.com/mugs/nhl/20242025/CAR/8478458.png,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,C,17,Jack,Roslovic,Hurricanes,,,,,,,,,,,,,,
8478402,97,https://assets.nhle.com/mugs/nhl/20242025/EDM/8478402.png,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,C,16,Connor,McDavid,Oilers,,,,,,,,,,,,,,
8475168,95,https://assets.nhle.com/mugs/nhl/20242025/DAL/8475168.png,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,C,16,Matt,Duchene,Stars,,,,,,,,,,,,,,
8482079,23,https://assets.nhle.com/mugs/nhl/20242025/MIN/8482079.png,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,C,16,Marco,Rossi,Wild,,,,,,,,,,,,,,
8481557,12,https://assets.nhle.com/mugs/nhl/20242025/MIN/8481557.png,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,L,16,Matt,Boldy,Wild,,,,,,,,,,,,,,
8482699,11,https://assets.nhle.com/mugs/nhl/20242025/UTA/8482699.png,UTA,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg,R,16,Dylan,Guenther,Utah Hockey Club,,,,,,,Club de hockey de l'Utah,,,,,,,
8475810,17,https://assets.nhle.com/mugs/nhl/20242025/PIT/8475810.png,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,R,16,Bryan,Rust,Penguins,,,,,,,,,,,,,,
8482720,23,https://assets.nhle.com/mugs/nhl/20242025/TOR/8482720.png,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,L,16,Matthew,Knies,Maple Leafs,,,,,,,,,,,,,,
8481604,16,https://assets.nhle.com/mugs/nhl/20242025/VGK/8481604.png,VGK,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,L,16,Pavel,Dorofeyev,Golden Knights,Dorofejev,Dorofejev,Dorofejev,,,,,,,,,,,
8477492,29,https://assets.nhle.com/mugs/nhl/20242025/COL/8477492.png,COL,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,C,15,Nathan,MacKinnon,Avalanche,,,,,,,,,,,,,,
8479407,63,https://assets.nhle.com/mugs/nhl/20242025/NJD/8479407.png,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,L,15,Jesper,Bratt,Devils,,,,,,,,,,,,,,
8480039,88,https://assets.nhle.com/mugs/nhl/20242025/CAR/8480039.png,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,C,15,Martin,Necas,Hurricanes,Nečas,,Nečas,,,,,,,,,,,
8473419,63,https://assets.nhle.com/mugs/nhl/20242025/BOS/8473419.png,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg,L,15,Brad,Marchand,Bruins,,,,,,,,,,,,,,
8482077,81,https://assets.nhle.com/mugs/nhl/20242025/STL/8482077.png,STL,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,L,15,Dylan,Holloway,Blues,,,,,,,,,,,,,,
8480830,37,https://assets.nhle.com/mugs/nhl/20242025/CAR/8480830.png,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,R,15,Andrei,Svechnikov,Hurricanes,Svečnikov,Svetshnikov,Svečnikov,Andrej,,Andrej,,,,,,,,
8475722,17,https://assets.nhle.com/mugs/nhl/20242025/BUF/8475722.png,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,L,15,Jason,Zucker,Sabres,,,,,,,,,,,,,,
8477964,49,https://assets.nhle.com/mugs/nhl/20242025/VGK/8477964.png,VGK,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,C,15,Ivan,Barbashev,Golden Knights,Barbašev,Barbashov,Barbašev,,,,,,,,,,,
8475172,91,https://assets.nhle.com/mugs/nhl/20242025/CGY/8475172.png,CGY,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg,C,15,Nazem,Kadri,Flames,,,,,,,,,,,,,,
8478444,6,https://assets.nhle.com/mugs/nhl/20242025/VAN/8478444.png,VAN,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,R,15,Brock,Boeser,Canucks,,,,,,,,,,,,,,
8475726,73,https://assets.nhle.com/mugs/nhl/20242025/SJS/8475726.png,SJS,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,C,15,Tyler,Toffoli,Sharks,,,,,,,,,,,,,,
8480064,9,https://assets.nhle.com/mugs/nhl/20242025/OTT/8480064.png,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,C,15,Josh,Norris,Senators,,,,,,,Sénateurs,,,,,,,
8477476,62,https://assets.nhle.com/mugs/nhl/20242025/COL/8477476.png,COL,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,L,15,Artturi,Lehkonen,Avalanche,,,,,,,,,,,,,,
8479353,21,https://assets.nhle.com/mugs/nhl/20242025/VGK/8479353.png,VGK,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,C,15,Brett,Howden,Golden Knights,,,,,,,,,,,,,,
8478483,16,https://assets.nhle.com/mugs/nhl/20242025/TOR/8478483.png,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,R,14,Mitch,Marner,Maple Leafs,,,,Mitchell,Mitchell,Mitchell,,Mitchell,Mitchell,Mitchell,,,,
8482116,18,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482116.png,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,C,14,Tim,Stützle,Senators,,,,,,,Sénateurs,,,,,,,
8479343,9,https://assets.nhle.com/mugs/nhl/20242025/UTA/8479343.png,UTA,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg,R,14,Clayton,Keller,Utah Hockey Club,,,,,,,Club de hockey de l'Utah,,,,,,,
8477497,23,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8477497.png,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,C,14,Sean,Monahan,Blue Jackets,,,,,,,,,,,,,,
8479314,19,https://assets.nhle.com/mugs/nhl/20242025/FLA/8479314.png,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,L,14,Matthew,Tkachuk,Panthers,,,,,,,,,,,,,,
8480208,19,https://assets.nhle.com/mugs/nhl/20242025/OTT/8480208.png,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,R,14,Drake,Batherson,Senators,,,,,,,Sénateurs,,,,,,,
8477940,27,https://assets.nhle.com/mugs/nhl/20242025/WPG/8477940.png,WPG,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,L,14,Nikolaj,Ehlers,Jets,,,,,,,,,,,,,,
8478873,19,https://assets.nhle.com/mugs/nhl/20242025/ANA/8478873.png,ANA,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,R,14,Troy,Terry,Ducks,,,,,,,,,,,,,,
8479318,34,https://assets.nhle.com/mugs/nhl/20242025/TOR/8479318.png,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,C,14,Auston,Matthews,Maple Leafs,,,,,,,,,,,,,,
8476539,81,https://assets.nhle.com/mugs/nhl/20242025/NSH/8476539.png,NSH,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,R,14,Jonathan,Marchessault,Predators,,,,,,,,,,,,,,
8477949,89,https://assets.nhle.com/mugs/nhl/20242025/BUF/8477949.png,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,R,14,Alex,Tuch,Sabres,,,,,,,,,,,,,,
8476389,16,https://assets.nhle.com/mugs/nhl/20242025/NYR/8476389.png,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,C,14,Vincent,Trocheck,Rangers,,,,,,,,,,,,,,
8478414,28,https://assets.nhle.com/mugs/nhl/20242025/NJD/8478414.png,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,R,14,Timo,Meier,Devils,,,,,,,,,,,,,,
8475786,18,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475786.png,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,L,14,Zach,Hyman,Oilers,,,,,,,,,,,,,,
8477942,22,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477942.png,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,L,14,Kevin,Fiala,Kings,,,,,,,,,,,,,,
8477479,59,https://assets.nhle.com/mugs/nhl/20242025/CHI/8477479.png,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,L,14,Tyler,Bertuzzi,Blackhawks,,,,,,,,,,,,,,
8480069,8,https://assets.nhle.com/mugs/nhl/20242025/COL/8480069.png,COL,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,D,13,Cale,Makar,Avalanche,,,,,,,,,,,,,,
8478460,8,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8478460.png,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,D,13,Zach,Werenski,Blue Jackets,,,,,,,,,,,,,,
8478427,20,https://assets.nhle.com/mugs/nhl/20242025/CAR/8478427.png,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,C,13,Sebastian,Aho,Hurricanes,,,,,,,,,,,,,,
8480018,14,https://assets.nhle.com/mugs/nhl/20242025/MTL/8480018.png,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,C,13,Nick,Suzuki,Canadiens,,,,,,,,,,,,,,
8477955,19,https://assets.nhle.com/mugs/nhl/20242025/SEA/8477955.png,SEA,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg,L,13,Jared,McCann,Kraken,,,,,,,,,,,,,,
8482093,24,https://assets.nhle.com/mugs/nhl/20242025/CAR/8482093.png,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,C,13,Seth,Jarvis,Hurricanes,,,,,,,,,,,,,,
8477500,14,https://assets.nhle.com/mugs/nhl/20242025/NYI/8477500.png,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,C,13,Bo,Horvat,Islanders,,,,,,,,,,,,,,
8484387,39,https://assets.nhle.com/mugs/nhl/20242025/PHI/8484387.png,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg,R,13,Matvei,Michkov,Flyers,Mičkov,Mitshkov,Mičkov,Matvej,,Matvej,,,,,,,,
8484801,71,https://assets.nhle.com/mugs/nhl/20242025/SJS/8484801.png,SJS,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,C,13,Macklin,Celebrini,Sharks,,,,,,,,,,,,,,
8475768,17,https://assets.nhle.com/mugs/nhl/20242025/SEA/8475768.png,SEA,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg,C,13,Jaden,Schwartz,Kraken,,,,,,,,,,,,,,
8477935,9,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477935.png,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,C,13,Sam,Bennett,Panthers,,,,,,,,,,,,,,
8477416,22,https://assets.nhle.com/mugs/nhl/20242025/SEA/8477416.png,SEA,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg,R,13,Oliver,Bjorkstrand,Kraken,,,,,,,,,,,,,,
8482155,14,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482155.png,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,R,13,Alex,Laferriere,Kings,,,,,,,,,,,,,,
8478047,8,https://assets.nhle.com/mugs/nhl/20242025/PIT/8478047.png,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,L,13,Michael,Bunting,Penguins,,,,,,,,,,,,,,
8477987,8,https://assets.nhle.com/mugs/nhl/20242025/CHI/8477987.png,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,C,13,Ryan,Donato,Blackhawks,,,,,,,,,,,,,,
8480748,44,https://assets.nhle.com/mugs/nhl/20242025/VAN/8480748.png,VAN,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,L,13,Kiefer,Sherwood,Canucks,,,,,,,,,,,,,,
8478874,81,https://assets.nhle.com/mugs/nhl/20242025/OTT/8478874.png,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,R,13,Adam,Gaudette,Senators,,,,,,,Sénateurs,,,,,,,
8479525,20,https://assets.nhle.com/mugs/nhl/20242025/COL/8479525.png,COL,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,C,13,Ross,Colton,Avalanche,,,,,,,,,,,,,,
8475184,20,https://assets.nhle.com/mugs/nhl/20242025/NYR/8475184.png,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,L,13,Chris,Kreider,Rangers,,,,,,,,,,,,,,
8471675,87,https://assets.nhle.com/mugs/nhl/20242025/PIT/8471675.png,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,C,12,Sidney,Crosby,Penguins,,,,,,,,,,,,,,
8478440,17,https://assets.nhle.com/mugs/nhl/20242025/WSH/8478440.png,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_light.svg,C,12,Dylan,Strome,Capitals,,,,,,,,,,,,,,
8471685,11,https://assets.nhle.com/mugs/nhl/20242025/LAK/8471685.png,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,C,12,Anze,Kopitar,Kings,,,,Anže,,Anže,,,,,,,,
8475913,61,https://assets.nhle.com/mugs/nhl/20242025/VGK/8475913.png,VGK,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,R,12,Mark,Stone,Golden Knights,,,,,,,,,,,,,,
8473994,14,https://assets.nhle.com/mugs/nhl/20242025/DAL/8473994.png,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,L,12,Jamie,Benn,Stars,,,,,,,,,,,,,,
8479345,6,https://assets.nhle.com/mugs/nhl/20242025/WSH/8479345.png,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_light.svg,D,12,Jakob,Chychrun,Capitals,,,,,,,,,,,,,,
8476881,48,https://assets.nhle.com/mugs/nhl/20242025/VGK/8476881.png,VGK,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,C,12,Tomas,Hertl,Golden Knights,,,,Tomáš,,Tomáš,,,,,,,,
8480188,20,https://assets.nhle.com/mugs/nhl/20242025/SJS/8480188.png,SJS,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,L,12,Fabian,Zetterlund,Sharks,,,,,,,,,,,,,,
8478975,27,https://assets.nhle.com/mugs/nhl/20242025/DAL/8478975.png,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,L,12,Mason,Marchment,Stars,,,,,,,,,,,,,,
8475151,21,https://assets.nhle.com/mugs/nhl/20242025/NYI/8475151.png,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,C,12,Kyle,Palmieri,Islanders,,,,,,,,,,,,,,
8480015,74,https://assets.nhle.com/mugs/nhl/20242025/PHI/8480015.png,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg,R,12,Owen,Tippett,Flyers,,,,,,,,,,,,,,
8475158,90,https://assets.nhle.com/mugs/nhl/20242025/NSH/8475158.png,NSH,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,C,12,Ryan,O'Reilly,Predators,,,,,,,,,,,,,,
8475754,29,https://assets.nhle.com/mugs/nhl/20242025/NYI/8475754.png,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,C,12,Brock,Nelson,Islanders,,,,,,,,,,,,,,
8474564,91,https://assets.nhle.com/mugs/nhl/20242025/NSH/8474564.png,NSH,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,C,12,Steven,Stamkos,Predators,,,,,,,,,,,,,,
8474149,63,https://assets.nhle.com/mugs/nhl/20242025/DAL/8474149.png,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,R,12,Evgenii,Dadonov,Stars,,,,Jevgenij,Jevgeni,Jevgenij,,,,,,,,
8482159,71,https://assets.nhle.com/mugs/nhl/20242025/PHI/8482159.png,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg,R,12,Tyson,Foerster,Flyers,,,,,,,,,,,,,,
8482259,74,https://assets.nhle.com/mugs/nhl/20242025/TOR/8482259.png,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,C,12,Bobby,McMann,Maple Leafs,,,,,,,,,,,,,,
8478403,9,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478403.png,VGK,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,C,11,Jack,Eichel,Golden Knights,,,,,,,,,,,,,,
8484144,98,https://assets.nhle.com/mugs/nhl/20242025/CHI/8484144.png,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,C,11,Connor,Bedard,Blackhawks,,,,,,,,,,,,,,
8477493,16,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477493.png,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,C,11,Aleksander,Barkov,Panthers,,,,,,,,,,,,,,
8483431,92,https://assets.nhle.com/mugs/nhl/20242025/UTA/8483431.png,UTA,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg,C,11,Logan,Cooley,Utah Hockey Club,,,,,,,Club de hockey de l'Utah,,,,,,,
8475798,64,https://assets.nhle.com/mugs/nhl/20242025/SJS/8475798.png,SJS,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,C,11,Mikael,Granlund,Sharks,,,,,,,,,,,,,,
8476887,9,https://assets.nhle.com/mugs/nhl/20242025/NSH/8476887.png,NSH,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,L,11,Filip,Forsberg,Predators,,,,,,,,,,,,,,
8480027,21,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480027.png,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,L,11,Jason,Robertson,Stars,,,,,,,,,,,,,,
8480023,18,https://assets.nhle.com/mugs/nhl/20242025/STL/8480023.png,STL,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,C,11,Robert,Thomas,Blues,,,,,,,,,,,,,,
8475692,36,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475692.png,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,R,11,Mats,Zuccarello,Wild,,,,,,,,,,,,,,
8478856,8,https://assets.nhle.com/mugs/nhl/20242025/VAN/8478856.png,VAN,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,R,11,Conor,Garland,Canucks,,,,,,,,,,,,,,
8477402,89,https://assets.nhle.com/mugs/nhl/20242025/STL/8477402.png,STL,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,L,11,Pavel,Buchnevich,Blues,Bučněvič,Butshnevitsh,Bučněvič,,,,,,,,,,,
8482660,91,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8482660.png,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,C,11,Kent,Johnson,Blue Jackets,,,,,,,,,,,,,,
