"player_id","season_id","game_type_id"
8456745,19961997,3
8471232,20072008,3
8475149,20212022,3
8449850,19341935,3
8468038,20032004,2
8468542,20162017,3
8467925,20032004,3
8475209,20162017,3
8475613,20162017,3
8448411,19821983,3
8445026,19351936,3
8448246,19201921,3
8448382,19951996,2
8447786,19571958,3
8449494,19691970,3
8458982,19961997,3
8446053,19951996,3
8445800,19731974,2
8448624,19731974,3
8447541,19521953,2
8476874,20242025,2
8479312,20182019,2
8448729,19781979,3
8447970,19691970,2
8447663,19781979,3
8449859,19691970,3
8448155,19711972,3
8466147,20062007,3
8445358,19481949,3
8479293,20172018,3
8465058,20052006,3
8470604,20082009,3
8471338,20102011,3
8445558,19781979,2
8474189,20212022,3
8459239,20002001,2
8468720,20052006,2
8476885,20212022,3
8462196,20062007,3
8446071,19861987,3
8480817,20242025,2
8470147,20182019,2
8450554,19791980,3
8445403,19791980,3
8445358,19391940,3
8448020,19831984,2
8483808,20242025,2
8473533,20102011,3
8473434,20142015,2
8445397,19791980,3
8449372,19391940,3
8451799,19871988,3
8444928,19671968,2
8474666,20122013,3
8445734,19961997,3
8459492,20052006,3
8449587,19841985,3
8477986,20162017,3
8459462,20022003,3
8446200,19661967,3
8469459,20162017,3
8448892,19801981,3
8460639,20022003,3
8473992,20122013,3
8448317,19511952,3
8451093,19992000,3
8445134,19291930,3
8450343,19871988,3
8451695,19721973,3
8467344,20062007,3
8473504,20202021,3
8458590,20052006,3
8480172,20192020,3
8450123,19721973,3
8458978,20072008,3
8471693,20122013,3
8473994,20182019,3
8473584,20132014,3
8447523,19311932,3
8448123,19861987,3
8445728,19851986,3
8447782,19741975,2
8449627,19801981,2
8480796,20192020,3
8458048,19951996,2
8475455,20192020,3
8446577,19571958,3
8460703,20112012,3
8456667,19751976,2
8470600,20162017,3
8450512,19931994,3
8475781,20142015,2
8449811,19721973,3
8447958,19961997,3
8473553,20132014,2
8468498,20142015,3
8481655,20232024,2
8450504,19921993,3
8446464,19491950,2
8445541,19281929,3
8452140,19671968,2
8471709,20152016,3
8459442,20132014,3
8446437,19841985,2
8470310,20112012,3
8451427,19901991,3
8482982,20212022,2
8479343,20242025,2
8482624,20242025,2
8475744,20192020,3
8458637,19992000,3
8447479,19851986,3
8445739,20072008,3
8446242,19851986,3
8448326,19821983,3
8450646,19791980,2
8467925,20102011,3
8448535,19971998,3
8469455,20202021,3
8452156,19811982,3
8450513,19861987,3
8462120,20022003,2
8460621,19971998,3
8470611,20102011,3
8445695,19741975,3
8475311,20172018,2
8448884,19811982,3
8448020,19871988,3
8458532,20002001,3
8446789,19971998,3
8446831,19951996,3
8446434,19771978,2
8446937,19931994,2
8446205,19861987,3
8451905,19851986,3
8450152,19721973,2
8459432,20062007,2
8448707,19741975,3
8447775,19951996,3
8474889,20172018,3
8446166,19791980,2
8476879,20222023,3
8447466,19281929,3
8446342,19591960,2
8446219,19821983,3
8446562,19511952,3
8480843,20222023,2
8444894,19911992,3
8450643,19921993,2
8455575,19951996,3
8467956,20082009,3
8467938,20012002,2
8469544,20122013,3
8446101,19801981,3
8448085,19731974,3
8448147,19701971,2
8445874,19211922,3
8448671,19681969,3
8447577,19761977,3
8447897,19751976,2
8473553,20162017,2
8458641,19931994,3
8445514,19331934,3
8447078,19801981,2
8469460,20052006,2
8449353,19811982,3
8470794,20122013,3
8478460,20182019,3
8445855,19681969,2
8447819,19861987,3
8448049,19671968,2
8445044,19231924,3
8446651,19411942,3
8447309,19431944,3
8447536,19771978,2
8446443,19821983,3
8449669,19931994,3
8470147,20132014,2
8458522,19981999,3
8475765,20202021,3
8447924,19371938,3
8477839,20202021,3
8458575,19961997,3
8449627,19861987,3
8444861,19261927,3
8447606,19291930,3
8469477,20062007,3
8452140,19711972,3
8449256,19651966,3
8447252,19611962,2
8448410,19861987,2
8451033,19931994,2
8447362,19701971,2
8448285,19771978,3
8478452,20232024,2
8449024,19321933,3
8464989,20162017,3
8446991,19871988,3
8459687,20112012,3
8446917,19541955,2
8458266,20032004,3
8446571,19271928,3
8446286,19901991,3
8477447,20172018,3
8449126,19321933,3
8467967,20062007,3
8447500,19581959,3
8451119,19911992,3
8448067,19721973,2
8458543,19941995,3
8445767,19441945,3
8452457,19791980,3
8458192,19951996,3
8445194,19411942,3
8479361,20222023,3
8478109,20232024,2
8448410,19841985,3
8450561,19951996,3
8476341,20182019,2
8444952,19651966,3
8459284,19981999,3
8448000,19481949,3
8475852,20182019,3
8476462,20192020,3
8448356,19631964,3
8455501,19941995,2
8445767,19421943,3
8449547,19881989,2
8476412,20202021,2
8446794,19761977,2
8449893,19881989,3
8448783,19501951,3
8445134,19361937,3
8447099,19701971,3
8449481,19661967,2
8474715,20192020,3
8459444,20092010,3
8448011,19231924,3
8448057,19601961,3
8448471,19851986,3
8470594,20052006,2
8445327,19691970,2
8449987,19281929,3
8447485,19841985,3
8469760,20112012,3
8474584,20122013,3
8445520,19771978,3
8448040,19731974,2
8475794,20132014,3
8466149,20072008,3
8451805,19921993,3
8450308,19791980,3
8451783,19851986,3
8446957,19791980,3
8448017,19911992,3
8447709,20002001,2
8478470,20222023,2
8450359,19811982,3
8458658,19961997,3
8445690,19831984,3
8445338,19811982,3
8448824,19921993,3
8471698,20142015,3
8445194,19361937,3
8478872,20242025,2
8447663,19751976,2
8469521,20082009,3
8449381,19381939,3
8448025,19841985,3
8468482,20072008,3
8445093,19321933,3
8475637,20112012,3
8446266,19831984,2
8447971,19701971,2
8479661,20232024,3
8447690,19871988,3
8458949,19961997,3
8446575,19491950,3
8447187,19861987,3
8467341,20002001,2
8447078,19901991,3
8470613,20182019,3
8483429,20242025,2
8447913,19361937,3
8451080,19891990,3
8450073,19941995,3
8445689,19911992,3
8459547,20052006,3
8462040,20052006,3
8475763,20192020,3
8448783,19541955,3
8444945,19871988,3
8447183,19331934,3
8451105,19931994,3
8458693,19981999,2
8477202,20142015,3
8476932,20232024,2
8449853,19791980,2
8449993,19531954,3
8479359,20232024,3
8467428,20072008,3
8445834,19711972,2
8473986,20182019,3
8446353,19831984,3
8471677,20232024,3
8447322,19581959,3
8449371,19731974,3
8446951,19861987,3
8448521,19811982,3
8448225,19901991,3
8449102,19861987,3
8473461,20172018,3
8445874,19191920,3
8448974,19661967,3
8452367,19831984,3
8452157,19981999,2
8447150,19371938,3
8471817,20132014,3
8465962,19981999,2
8448649,19841985,3
8449189,19311932,3
8468493,20172018,3
8446809,19781979,3
8445865,19521953,3
8444955,19611962,2
8468534,20112012,3
8475807,20142015,3
8446200,19711972,2
8475852,20152016,2
8445712,19891990,2
8448011,19211922,3
8479983,20242025,2
8451005,19931994,3
8449263,19441945,3
8477444,20202021,3
8445470,19921993,3
8474218,20122013,3
8473468,20162017,3
8446212,19801981,2
8451558,19921993,3
8445171,19571958,3
8464968,20062007,3
8449151,19711972,2
8451991,19881989,3
8446522,19741975,2
8448464,19641965,3
8467890,20082009,3
8449731,19771978,2
8451836,19871988,3
8480727,20192020,3
8446750,19281929,3
8451305,19881989,3
8458568,20062007,2
8469506,20162017,3
8446296,19891990,3
8471707,20192020,3
8448382,19901991,3
8449749,19971998,3
8447101,19501951,3
8449905,19911992,3
8447973,19761977,2
8449367,19691970,3
8451743,19861987,2
8457816,19931994,3
8445754,19411942,3
8460661,20022003,3
8449189,19301931,3
8447995,19791980,3
8450539,19831984,3
8447223,19551956,2
8445735,19981999,3
8477484,20172018,3
8478498,20232024,2
8448091,19951996,3
8452366,19941995,3
8478009,20232024,3
8448382,19921993,3
8451715,20012002,3
8478451,20202021,3
8476453,20222023,3
8471753,20072008,3
8459648,20072008,3
8465202,20022003,3
8449736,19731974,3
8446181,19981999,3
8462247,20032004,2
8458800,19971998,2
8479941,20242025,2
8448185,19821983,2
8473914,20172018,3
8445739,19921993,3
8449772,19751976,3
8446720,19711972,2
8481656,20242025,2
8449142,19571958,3
8447906,19691970,2
8468635,20052006,3
8447284,19721973,2
8480830,20182019,3
8466138,20012002,3
8457646,20002001,3
8449119,19821983,2
8449074,19701971,2
8446302,19391940,3
8476958,20222023,3
8456734,19961997,3
8476861,20202021,2
8471226,20062007,3
8446707,19671968,2
8478057,20242025,2
8449477,20012002,3
8466138,20082009,3
8479371,20182019,3
8477968,20182019,3
8460556,20022003,3
8456531,19971998,3
8446777,19461947,3
8458172,19961997,3
8477998,20202021,3
8482652,20242025,2
8468789,20032004,3
8476463,20192020,3
8481093,20242025,2
8449835,19581959,3
8445332,19741975,3
8481491,20242025,2
8474642,20162017,3
8447067,19881989,3
8446173,19591960,2
8449837,19411942,3
8467330,20032004,3
8446940,19871988,2
8473514,20122013,3
8452496,19811982,3
8471715,20142015,2
8447067,19831984,3
8469458,20022003,3
8448991,19761977,3
8448219,19861987,2
8446886,19271928,3
8447066,19801981,2
8445241,19741975,2
8474009,20232024,2
8479996,20212022,3
8447023,19401941,3
8456137,19961997,3
8467096,20032004,3
8470093,20102011,2
8474176,20162017,3
8479370,20182019,3
8446809,19801981,3
8459429,20072008,3
8481544,20232024,2
8445181,19611962,2
8470105,20072008,3
8449160,19291930,2
8465192,20082009,3
8448628,19861987,2
8445187,19261927,2
8451863,19891990,3
8470600,20112012,3
8446111,19851986,2
8457319,19921993,3
8476861,20192020,2
8469608,20062007,3
8448124,19861987,3
8459429,19961997,3
8445457,19851986,2
8445462,19891990,2
8447021,19761977,3
8462117,20062007,2
8448326,19751976,2
8475231,20202021,3
8482145,20242025,2
8446482,19731974,2
8458550,19951996,3
8474636,20112012,2
8474574,20142015,3
8468712,20022003,3
8481624,20232024,3
8444871,19461947,3
8449062,19711972,3
8449423,19761977,3
8449337,19721973,2
8471526,20072008,2
8478396,20192020,3
8459443,20012002,3
8471240,20092010,3
8480112,20172018,2
8471675,20152016,3
8446417,19891990,3
8449835,19641965,2
8459515,20012002,3
8450218,19851986,3
8467879,19992000,2
8460497,19941995,2
8465161,20022003,2
8451689,19891990,3
8449893,19981999,3
8445088,19881989,3
8467545,20072008,3
8445609,19821983,2
8445040,19491950,2
8445938,19831984,3
8451308,19781979,2
8445769,19971998,3
8446309,19911992,3
8446647,19721973,2
8445775,19981999,3
8447998,19551956,2
8460742,19981999,3
8447775,19871988,2
8445428,19891990,3
8458705,19951996,2
8445512,19391940,3
8451898,19971998,3
8444998,19301931,3
8448892,19781979,3
8448759,19831984,2
8480222,20232024,2
8449019,19361937,3
8450152,19681969,2
8445796,19901991,3
8450833,19951996,3
8450152,19611962,3
8444984,19711972,2
8471709,20062007,3
8466290,20022003,3
8468503,20062007,3
8450270,19871988,3
8446982,19831984,3
8449455,19731974,3
8482148,20232024,2
8448515,19831984,3
8450815,19801981,3
8447144,19371938,3
8445474,19351936,3
8458615,19961997,3
8478104,20232024,2
8445603,19801981,3
8446135,19461947,3
8473426,20152016,3
8444955,19531954,2
8451688,19831984,3
8468575,20092010,3
8445865,19551956,3
8477505,20182019,3
8446916,19711972,2
8467391,20142015,2
8481719,20242025,2
8451960,19711972,3
8450271,19821983,3
8480853,20232024,2
8451383,19831984,3
8455521,20052006,3
8446261,19881989,3
8477488,20232024,2
8450005,19721973,3
8477438,20182019,2
8449573,19831984,2
8479390,20232024,2
8449371,19671968,2
8473563,20102011,3
8447941,19781979,2
8468534,20062007,3
8460735,20062007,3
8447166,19511952,3
8449299,19751976,3
8446014,19881989,3
8449403,19881989,3
8470880,20122013,2
8449020,19911992,3
8478421,20242025,2
8467331,20132014,3
8451362,19791980,3
8451880,19671968,3
8445323,19971998,3
8448175,19741975,2
8450144,19271928,3
8471403,20062007,2
8448857,19781979,3
8446242,19871988,3
8448845,19821983,3
8475883,20222023,3
8458528,19951996,3
8477293,20162017,3
8451100,19721973,3
8477967,20232024,3
8444894,19901991,3
8449494,19641965,2
8450817,20032004,3
8451990,19741975,3
8459482,19981999,3
8459484,20002001,3
8478024,20222023,2
8447591,19701971,3
8460504,19981999,3
8448535,20022003,2
8451251,19741975,3
8457203,19941995,3
8450936,19831984,3
8449997,19191920,3
8482076,20222023,2
8476914,20232024,2
8449951,19881989,3
8459648,20082009,3
8446238,19831984,3
8480172,20182019,3
8462055,20012002,2
8445672,19951996,3
8447500,19511952,3
8459538,20062007,3
8447931,19791980,2
8448628,19891990,2
8446924,19411942,3
8471302,20092010,2
8477970,20242025,2
8477969,20212022,3
8450138,19751976,2
8467401,19981999,2
8468508,20132014,3
8450824,19971998,3
8459140,19971998,3
8451122,19861987,3
8452501,19931994,3
8448162,19681969,3
8452371,19881989,3
8450221,19861987,3
8477505,20232024,2
8466182,20112012,3
8474612,20242025,2
8470610,20162017,3
8449997,19251926,3
8471735,20202021,3
8459071,19961997,3
8446599,19621963,2
8449627,19781979,2
8477503,20192020,3
8448577,19831984,3
8449128,19391940,3
8477953,20212022,3
8450474,19821983,3
8471217,20192020,3
8449627,19811982,2
8448354,19681969,3
8446951,19981999,3
8449088,19661967,3
8471273,20082009,3
8447532,19521953,3
8447913,19301931,3
8477476,20212022,3
8449560,19471948,2
8449184,19491950,3
8474590,20242025,2
8471476,20142015,3
8475287,20142015,3
8465093,20022003,2
8470201,20082009,3
8466261,20032004,3
8449235,19381939,3
8475690,20112012,3
8452440,19931994,3
8449607,19891990,3
8470920,20112012,3
8479986,20232024,2
8447438,19861987,3
8475852,20132014,2
8450113,19651966,2
8457714,20012002,2
8445918,19901991,3
8448695,19771978,3
8474889,20232024,3
8451626,19801981,2
8446007,19841985,3
8448913,19831984,3
8482496,20242025,2
8452216,19971998,3
8451308,19791980,2
8465914,20072008,3
8477493,20192020,3
8458454,20032004,3
8449679,19531954,2
8462056,20022003,2
8448103,19511952,3
8470318,20152016,3
8449859,19651966,2
8468486,20112012,3
8445550,19971998,3
8474037,20112012,3
8456882,19971998,3
8446081,19931994,3
8448495,19731974,3
8449607,19931994,3
8481725,20242025,2
8447449,20022003,2
8449691,19821983,2
8475166,20232024,3
8450058,19641965,2
8452516,19951996,3
8468492,20022003,3
8451241,19781979,3
8468011,20102011,3
8446167,19911992,3
8458075,20022003,3
8446287,19851986,3
8449617,19831984,3
8459670,20142015,3
8473474,20092010,2
8445019,19481949,3
8448612,19671968,3
8470207,20082009,3
8466309,20112012,3
8478492,20182019,2
8457686,20002001,3
8446089,19871988,2
8480025,20232024,2
8477290,20192020,3
8451711,19951996,2
8447206,20012002,3
8448254,19751976,3
8446947,19821983,3
8459147,19981999,3
8465951,20022003,3
8475311,20232024,3
8448257,19461947,3
8445083,19681969,2
8447974,19721973,3
8446918,19551956,3
8456283,20032004,3
8452466,19741975,2
8467430,20062007,3
8451107,19891990,3
8448535,19961997,2
8446435,19981999,3
8471306,20152016,3
8475770,20122013,3
8476393,20232024,2
8446846,19751976,2
8475208,20172018,3
8446098,19791980,3
8474009,20122013,3
8445397,19831984,3
8451685,19941995,3
8450802,19821983,2
8446117,19941995,3
8448713,19811982,3
8445775,19901991,3
8445266,19911992,3
8458951,19951996,3
8473588,20142015,3
8482201,20232024,2
8448136,19461947,3
8470222,20102011,3
8476803,20112012,2
8476463,20132014,3
8450727,19891990,2
8471339,20122013,3
8478840,20242025,2
8479410,20222023,3
8478435,20222023,2
8450206,19771978,3
8469758,20052006,2
8459428,20082009,3
8469462,20082009,3
8450234,19831984,3
8447921,19671968,3
8449498,19941995,3
8449265,19701971,2
8450132,19761977,3
8473544,20152016,3
8445007,19671968,3
8448275,19831984,3
8450835,19791980,2
8445609,19831984,2
8460806,20022003,2
8448096,19371938,3
8473533,20062007,3
8445943,19681969,3
8462044,20082009,3
8450047,19421943,3
8466110,20072008,3
8460497,19981999,2
8471774,20192020,2
8476624,20202021,3
8458494,20022003,3
8475200,20212022,3
8457261,20012002,3
8449442,19881989,2
8446324,19601961,3
8447921,19631964,3
8458983,20032004,3
8444855,19301931,3
8469467,20102011,2
8452576,19851986,3
8448772,19891990,3
8445240,19731974,3
8451245,19761977,3
8447592,19671968,2
8450378,19831984,3
8449883,19901991,3
8452440,19921993,3
8445762,19311932,3
8471218,20182019,3
8445644,19221923,3
8457791,19921993,2
8448420,19761977,3
8452319,19761977,3
8474166,20202021,3
8478449,20182019,3
8450206,19711972,3
8470584,20092010,2
8451325,19761977,3
8482144,20232024,2
8473465,20132014,3
8447098,19361937,3
8449248,19741975,2
8452695,19941995,3
8446612,19381939,3
8468927,20032004,3
8458454,19961997,3
8468568,20072008,3
8448187,19431944,3
8445126,19701971,3
8471702,20162017,3
8475714,20172018,3
8445745,19491950,3
8445327,19691970,3
8450978,20032004,3
8467967,20092010,3
8473607,20132014,2
8446728,19581959,3
8474207,20202021,3
8446658,19671968,3
8480145,20242025,2
8451383,19841985,3
8446424,19861987,3
8483659,20232024,2
8449270,19571958,2
8468485,20092010,3
8467330,20142015,3
8447464,19731974,2
8451595,19811982,2
8451146,19801981,3
8458532,19951996,3
8445022,19761977,3
8451837,19871988,2
8447985,19861987,3
8451695,19741975,3
8451474,19691970,3
8474564,20152016,3
8446688,19421943,3
8447150,19391940,3
8446182,19381939,3
8446849,19771978,2
8451673,19861987,3
8458568,20002001,3
8448437,19731974,3
8474100,20112012,3
8457261,20022003,3
8449385,19591960,2
8451204,19671968,2
8460712,20122013,2
8475195,20182019,2
8450920,19881989,3
8475215,20202021,3
8475215,20122013,2
8451319,19871988,3
8451794,19951996,3
8459122,20002001,3
8447101,19611962,3
8469760,20142015,3
8475462,20242025,2
8445471,19261927,3
8475311,20152016,3
8445695,19801981,2
8456692,20012002,3
8446423,19851986,3
8469152,20112012,2
8450505,19791980,3
8459246,20002001,3
8476346,20162017,3
8448225,19961997,3
8448104,19901991,3
8450802,19741975,2
8474668,20192020,3
8450168,19781979,3
8448755,19861987,3
8464715,20012002,3
8474600,20182019,3
8451794,19941995,3
8468550,20082009,2
8445893,19841985,2
8450148,19751976,2
8460705,20062007,3
8465025,20082009,3
8471679,20082009,2
8475745,20232024,3
8451891,19721973,2
8448951,19311932,3
8446298,19271928,3
8451253,19811982,3
8447620,19611962,3
8465005,20052006,3
8465161,20082009,3
8478401,20232024,3
8477953,20242025,2
8445582,19871988,3
8459442,20072008,3
8476441,20202021,3
8478048,20212022,2
8467950,20082009,2
8449713,19861987,3
8445621,19801981,3
8445134,19231924,3
8448569,19821983,3
8480022,20182019,2
8447474,19551956,3
8480441,20232024,2
8452492,19781979,3
8458516,19941995,3
8446865,19631964,3
8448108,19701971,3
8458932,19992000,2
8468523,20092010,3
8475831,20222023,2
8445190,19411942,3
8449775,19891990,2
8468526,20052006,3
8446823,19921993,3
8447126,19481949,2
8446659,19411942,3
8459144,20032004,3
8467343,20072008,3
8447052,19381939,3
8445470,19981999,3
8449155,19661967,3
8447783,19751976,3
8460770,20012002,3
8470666,20102011,3
8476316,20132014,2
8447509,19471948,2
8460484,20012002,3
8449679,19671968,2
8458550,19941995,2
8475791,20202021,3
8451891,19761977,2
8444987,19281929,3
8460508,20022003,3
8446264,19831984,3
8475848,20242025,2
8451687,19821983,3
8445967,19481949,2
8446002,19731974,3
8466138,20162017,3
8447505,19851986,2
8447531,19721973,2
8448651,19881989,3
8476899,20222023,2
8474000,20182019,3
8474873,20132014,3
8445735,20002001,3
