playerid
8470594
8470600
8471675
8471677
8471685
8475762
8475763
8475764
8475765
8475766
8475768
8475784
8475786
8475790
8475791
8475794
8475795
8475798
8475799
8475809
8475810
8475825
8476462
8476463
8476467
8476468
8476469
8476473
8476474
8477998
8478007
8478009
8478010
8478013
8478017
8478020
8478021
8478024
8477070
8477073
8479385
8479387
8479390
8479393
8479395
8479398
8479400
8479402
8479406
8479407
8479410
8479414
8479420
8479421
8479423
8480887
8480890
8480891
8480893
8473503
8473507
8473512
8473533
8476278
8476292
8474709
8474715
8474716
8475200
8475208
8475218
8475220
8477573
8477810
8477831
8480947
8480950
8480980
8480981
8480990
8480995
8474037
8471214
8471215
8477401
8480849
8476874
8476875
8476878
8476879
8476880
8476881
8476882
8476883
8476885
8476887
8478477
8478483
8478492
8478493
8478498
8478499
8478500
8478502
8478507
8478508
8478519
8478542
8478550
8478904
8478905
8478911
8478916
8478970
8474574
8474578
8474586
8480058
8480064
8480068
8480069
8480073
8480074
8480078
8475225
8475231
8475233
8475235
8475413
8475455
8475462
8478452
8478454
8475831
8478458
8475839
8475842
8475848
8475852
8475857
8475149
8475151
8475158
8478460
8476389
8476391
8476392
8476393
8476399
8478462
8478463
8478397
8478398
8478399
8478401
8478465
8478402
8478403
8478406
8478407
8478408
8478409
8478413
8478414
8478466
8478468
8478469
8479293
8478470
8478472
8479312
8480220
8471724
8471734
8474141
8474145
8474149
8474150
8474151
8474157
8474612
8474641
8476923
8476925
8476927
8476931
8476932
8476934
8476945
8476952
8476312
8476442
8476461
8476826
8476873
8476889
8482055
8482062
8482067
8482070
8482073
8482074
8482077
8482078
8482079
8482699
8482700
8482702
8482703
8482705
8482712
8482713
8482720
8482730
8482737
8482740
8482742
8482745
8479973
8479976
8479977
8479979
8479980
8479981
8479982
8479983
8479985
8473419
8473422
8477839
8477845
8477851
8477887
8477903
8478975
8479026
8479066
8479193
8479335
8479336
8479337
8479339
8479343
8479344
8479345
8480084
8480113
8480144
8480145
8480802
8480803
8480806
8480807
8480813
8480817
8480823
8480825
8480828
8480829
8477946
8477947
8477948
8477949
8477951
8477952
8477953
8477955
8477956
8477503
8470621
8476822
8477402
8477404
8477405
8477406
8477407
8477409
8477416
8477424
8477425
8475279
8478569
8478585
8478831
8478840
8482762
8482768
8482783
8482803
8482809
8482821
8482858
8482859
8482896
8482929
8483549
8483565
8483567
8483570
8483573
8478971
8479328
8479987
8480012
8480281
8480801
8480830
8475722
8475726
8475745
8475750
8475753
8475754
8475755
8477504
8473986
8473994
8476412
8476419
8476422
8476429
8476434
8476438
8476441
8476329
8476331
8476341
8477505
8476372
8476374
8479314
8479315
8479316
8477506
8477507
8477508
8477511
8474166
8474189
8477335
8477346
8477353
8477365
8477369
8477380
8477384
8477392
8480245
8480246
8480259
8480280
8479550
8479576
8479591
8481568
8481572
8481577
8481580
8481581
8481582
8481591
8481592
8481593
8481596
8481598
8481600
8481601
8481604
8481605
8481606
8481607
8481609
8481611
8481617
8481618
8481624
8475883
8475913
8475958
8477484
8477488
8477492
8477493
8477494
8477495
8477496
8477497
8477498
8477499
8477500
8477501
8477456
8477462
8477463
8477465
8477476
8477478
8477479
8477480
8477527
8477541
8479318
8471817
8478420
8478421
8478424
8478427
8478430
8478432
8478434
8478435
8478438
8478440
8478443
8478444
8478445
8478449
8478450
8478099
8478109
8478115
8478133
8478136
8481006
8481013
8481014
8481019
8481020
8481024
8481028
8481032
8481033
8481035
8481042
8479323
8479324
8479325
8475166
8475167
8475168
8475170
8475171
8475172
8475177
8475181
8475184
8475188
8475191
8475193
8475197
8473575
8474090
8474102
8476479
8476480
8476483
8476525
8476539
8476624
8475660
8475683
8475690
8475692
8475717
8480834
8480835
8480839
8480840
8480843
8480844
8480845
8480848
8479992
8479996
8479998
8479999
8480001
8480002
8480003
8480007
8480009
8480011
8482192
8482209
8482221
8482245
8482089
8482092
8482093
8482095
8482097
8482101
8482105
8482109
8482110
8482111
8482113
8482116
8480851
8480853
8480855
8480860
8480865
8480871
8480873
8480878
8480879
8480880
8482982
8483395
8483397
8483425
8483431
8483432
8483445
8483447
8483448
8483457
8476891
8476892
8476897
8476899
8476902
8476905
8476906
8476913
8476914
8476917
8476918
8476921
8479351
8479353
8479359
8479361
8479362
8479365
8479368
8479369
8479370
8479371
8479372
8479378
8479379
8477919
8477931
8477932
8477933
8477934
8477935
8477938
8477939
8477940
8477942
8477964
8477967
8477968
8477969
8477970
8477971
8477979
8477986
8477987
8477989
8477992
8477993
8476958
8476960
8476967
8476979
8476981
8476988
8476994
8476999
8477015
8477018
8477021
8470613
8475311
8475314
8475324
8475343
8481461
8481462
8481477
8481481
8481491
8481517
8481518
8481519
8481522
8481523
8481524
8481527
8481528
8480434
8480448
8480459
8480727
8480748
8480762
8480789
8480796
8480797
8480798
8480800
8480883
8481043
8481529
8481567
8481711
8482087
8482117
8482250
8482691
8482964
8483460
8483710
8483733
8483808
8484136
8484144
8484145
8484153
8484166
8484227
8484255
8484258
8484304
8484321
8484387
8484801
8484829
8484911
8484929
8484958
8484976
8471709
8479291
8479292
8473446
8473453
8474590
8474593
8474596
8474600
8474013
8474034
8475179
8475287
8475718
8475760
8475780
8476853
8476854
8476856
8476858
8476867
8476869
8476871
8476872
8477426
8477944
8477960
8478396
8478416
8478439
8478474
8481712
8481716
8481726
8481732
8481754
8481789
8481806
8481641
8481655
8481656
8481668
8481692
8481703
8481704
8481708
8474673
8474679
8474682
8481056
8481059
8481068
8481122
8481133
8481147
8481161
8481167
8481178
8481186
8481206
8481237
8474564
8474565
8474567
8474568
8476448
8476453
8476454
8476456
8476457
8476458
8476459
8476460
8482482
8482487
8482496
8482511
8482516
8482624
8482634
8482635
8482652
8482655
8482659
8482660
8482665
8482667
8482671
8482679
8482684
8480172
8480185
8480188
8480192
8480193
8480196
8480208
8478038
8478039
8478042
8478043
8478046
8478047
8478048
8478055
8478057
8482118
8482122
8482124
8482125
8482131
8482132
8482137
8482142
8482145
8482146
8482148
8482149
8482153
8482155
8482157
8482159
8482175
8482176
8482177
8477220
8477244
8478851
8478854
8478856
8478859
8478864
8478872
8478873
8478874
8478882
8478891
8477429
8477435
8477444
8477446
8477447
8477450
8477451
8480289
8480306
8480313
8480336
8480355
8480382
8479619
8479638
8479639
8479661
8479671
8479675
8479705
8479718
8479772
8479941
8479944
8479968
8474870
8478146
8478178
8478233
8478366
8479425
8479442
8479465
8479496
8479520
8479525
8479542
8479543
8482259
8482446
8482447
8482451
8482460
8482475
8482476
8481532
8481533
8481535
8481540
8481541
8481542
8481544
8481546
8481553
8481554
8481556
8481557
8481559
8481560
8481563
8483464
8483466
8483468
8483476
8483485
8483489
8483490
8483493
8483495
8483499
8483503
8483505
8483515
8483524
8483530
8480014
8480015
8480018
8480023
8480027
8480028
8480032
8480035
8480036
8480039
8480043
8480045
8480049
8480051
