season_id,team_id,game_type
19891990,EDM,3
19891990,EDM,2
19901991,EDM,2
19901991,EDM,3
19911992,EDM,3
19911992,EDM,2
19921993,EDM,2
19931994,EDM,2
19941995,EDM,2
19951996,EDM,2
19961997,EDM,3
19961997,EDM,2
19971998,EDM,3
19971998,EDM,2
19981999,EDM,2
19981999,EDM,3
19992000,EDM,2
19992000,EDM,3
20002001,EDM,3
20002001,EDM,2
20012002,EDM,2
20022003,EDM,3
20022003,EDM,2
20032004,EDM,2
20052006,EDM,3
20052006,EDM,2
20062007,EDM,2
20072008,EDM,2
20082009,EDM,2
20092010,EDM,2
20102011,EDM,2
20112012,EDM,2
20122013,EDM,2
20132014,EDM,2
20142015,EDM,2
20152016,EDM,2
20162017,EDM,3
20162017,EDM,2
20172018,EDM,2
20182019,EDM,2
20192020,EDM,3
20192020,EDM,2
20202021,EDM,3
20202021,EDM,2
20212022,EDM,3
20212022,EDM,2
20222023,EDM,2
20222023,EDM,3
20232024,EDM,2
20232024,EDM,3
20242025,EDM,2
19931994,FLA,2
19941995,FLA,2
19951996,FLA,3
19951996,FLA,2
19961997,FLA,2
19961997,FLA,3
19971998,FLA,2
19981999,FLA,2
19992000,FLA,2
19992000,FLA,3
20002001,FLA,2
20012002,FLA,2
20022003,FLA,2
20032004,FLA,2
20052006,FLA,2
20062007,FLA,2
20072008,FLA,2
20082009,FLA,2
20092010,FLA,2
20102011,FLA,2
20112012,FLA,2
20112012,FLA,3
20122013,FLA,2
20132014,FLA,2
20142015,FLA,2
20152016,FLA,3
20152016,FLA,2
20162017,FLA,2
20172018,FLA,2
20182019,FLA,2
20192020,FLA,3
20192020,FLA,2
20202021,FLA,3
20202021,FLA,2
20212022,FLA,2
20212022,FLA,3
20222023,FLA,2
20222023,FLA,3
20232024,FLA,2
20232024,FLA,3
20242025,FLA,2
19201921,HAM,2
19211922,HAM,2
19221923,HAM,2
19231924,HAM,2
19241925,HAM,2
19791980,HFD,3
19791980,HFD,2
19801981,HFD,2
19811982,HFD,2
19821983,HFD,2
19831984,HFD,2
19841985,HFD,2
19851986,HFD,3
19851986,HFD,2
19861987,HFD,3
19861987,HFD,2
19871988,HFD,3
19871988,HFD,2
19881989,HFD,2
19881989,HFD,3
19891990,HFD,2
19891990,HFD,3
19901991,HFD,3
19901991,HFD,2
19911992,HFD,3
19911992,HFD,2
19921993,HFD,2
19931994,HFD,2
19941995,HFD,2
19951996,HFD,2
19961997,HFD,2
19741975,KCS,2
19751976,KCS,2
19671968,LAK,3
19671968,LAK,2
19681969,LAK,2
19681969,LAK,3
19691970,LAK,2
19701971,LAK,2
19711972,LAK,2
19721973,LAK,2
19731974,LAK,2
19731974,LAK,3
19741975,LAK,2
19741975,LAK,3
19751976,LAK,2
19751976,LAK,3
19761977,LAK,3
19761977,LAK,2
19771978,LAK,2
19771978,LAK,3
19781979,LAK,3
19781979,LAK,2
19791980,LAK,2
19791980,LAK,3
19801981,LAK,3
19801981,LAK,2
19811982,LAK,2
19811982,LAK,3
19821983,LAK,2
19831984,LAK,2
19841985,LAK,3
19841985,LAK,2
19851986,LAK,2
19861987,LAK,3
19861987,LAK,2
19871988,LAK,3
19871988,LAK,2
19881989,LAK,2
19881989,LAK,3
19891990,LAK,3
19891990,LAK,2
19901991,LAK,3
19901991,LAK,2
19911992,LAK,3
19911992,LAK,2
19921993,LAK,3
19921993,LAK,2
19931994,LAK,2
19941995,LAK,2
19951996,LAK,2
19961997,LAK,2
19971998,LAK,3
19971998,LAK,2
19981999,LAK,2
19992000,LAK,2
19992000,LAK,3
20002001,LAK,2
20002001,LAK,3
20012002,LAK,2
20012002,LAK,3
20022003,LAK,2
20032004,LAK,2
20052006,LAK,2
20062007,LAK,2
20072008,LAK,2
20082009,LAK,2
20092010,LAK,2
20092010,LAK,3
20102011,LAK,2
20102011,LAK,3
20112012,LAK,2
20112012,LAK,3
20122013,LAK,3
20122013,LAK,2
20132014,LAK,2
20132014,LAK,3
20142015,LAK,2
20152016,LAK,2
20152016,LAK,3
20162017,LAK,2
20172018,LAK,3
20172018,LAK,2
20182019,LAK,2
20192020,LAK,2
20202021,LAK,2
20212022,LAK,2
20212022,LAK,3
20222023,LAK,2
20222023,LAK,3
20232024,LAK,3
20232024,LAK,2
20242025,LAK,2
20002001,MIN,2
20012002,MIN,2
20022003,MIN,3
20022003,MIN,2
20032004,MIN,2
20052006,MIN,2
20062007,MIN,3
20062007,MIN,2
20072008,MIN,2
20072008,MIN,3
20082009,MIN,2
20092010,MIN,2
20102011,MIN,2
20112012,MIN,2
20122013,MIN,2
20122013,MIN,3
20132014,MIN,2
20132014,MIN,3
20142015,MIN,2
20142015,MIN,3
20152016,MIN,3
20152016,MIN,2
20162017,MIN,2
20162017,MIN,3
20172018,MIN,3
20172018,MIN,2
20182019,MIN,2
20192020,MIN,3
20192020,MIN,2
20202021,MIN,2
20202021,MIN,3
20212022,MIN,3
20212022,MIN,2
20222023,MIN,3
20222023,MIN,2
20232024,MIN,2
20242025,MIN,2
19241925,MMR,2
19251926,MMR,2
19251926,MMR,3
19261927,MMR,2
19261927,MMR,3
19271928,MMR,3
19271928,MMR,2
19281929,MMR,2
19291930,MMR,2
19291930,MMR,3
19301931,MMR,2
19301931,MMR,3
19311932,MMR,2
19311932,MMR,3
19321933,MMR,3
19321933,MMR,2
19331934,MMR,3
19331934,MMR,2
19341935,MMR,3
19341935,MMR,2
19351936,MMR,3
19351936,MMR,2
19361937,MMR,2
19361937,MMR,3
19371938,MMR,2
19671968,MNS,3
19671968,MNS,2
19681969,MNS,2
19691970,MNS,2
19691970,MNS,3
19701971,MNS,3
19701971,MNS,2
19711972,MNS,3
19711972,MNS,2
19721973,MNS,2
19721973,MNS,3
19731974,MNS,2
19741975,MNS,2
19751976,MNS,2
19761977,MNS,3
19761977,MNS,2
19771978,MNS,2
19781979,MNS,2
19791980,MNS,3
19791980,MNS,2
19801981,MNS,2
19801981,MNS,3
19811982,MNS,3
19811982,MNS,2
19821983,MNS,2
19821983,MNS,3
19831984,MNS,2
19831984,MNS,3
19841985,MNS,3
19841985,MNS,2
19851986,MNS,2
19851986,MNS,3
19861987,MNS,2
19871988,MNS,2
19881989,MNS,2
19881989,MNS,3
19891990,MNS,2
19891990,MNS,3
19901991,MNS,2
19901991,MNS,3
19911992,MNS,3
19911992,MNS,2
19921993,MNS,2
19171918,MTL,3
19171918,MTL,2
19181919,MTL,2
19181919,MTL,3
19191920,MTL,2
19201921,MTL,2
19211922,MTL,2
19221923,MTL,3
19221923,MTL,2
19231924,MTL,3
19231924,MTL,2
19241925,MTL,2
19241925,MTL,3
19251926,MTL,2
19261927,MTL,2
19261927,MTL,3
19271928,MTL,3
19271928,MTL,2
19281929,MTL,3
19281929,MTL,2
19291930,MTL,2
19291930,MTL,3
19301931,MTL,2
19301931,MTL,3
19311932,MTL,2
19311932,MTL,3
19321933,MTL,2
19321933,MTL,3
19331934,MTL,3
19331934,MTL,2
19341935,MTL,2
19341935,MTL,3
19351936,MTL,2
19361937,MTL,3
19361937,MTL,2
19371938,MTL,3
19371938,MTL,2
19381939,MTL,2
19381939,MTL,3
19391940,MTL,2
19401941,MTL,3
19401941,MTL,2
19411942,MTL,3
19411942,MTL,2
19421943,MTL,3
19421943,MTL,2
19431944,MTL,3
19431944,MTL,2
19441945,MTL,3
19441945,MTL,2
19451946,MTL,3
19451946,MTL,2
19461947,MTL,2
19461947,MTL,3
19471948,MTL,2
19481949,MTL,3
19481949,MTL,2
19491950,MTL,2
19491950,MTL,3
19501951,MTL,3
19501951,MTL,2
19511952,MTL,3
19511952,MTL,2
19521953,MTL,2
19521953,MTL,3
19531954,MTL,3
19531954,MTL,2
19541955,MTL,3
19541955,MTL,2
19551956,MTL,3
19551956,MTL,2
19561957,MTL,3
19561957,MTL,2
19571958,MTL,2
19571958,MTL,3
19581959,MTL,2
19581959,MTL,3
19591960,MTL,3
19591960,MTL,2
19601961,MTL,3
19601961,MTL,2
19611962,MTL,3
19611962,MTL,2
19621963,MTL,2
19621963,MTL,3
19631964,MTL,2
19631964,MTL,3
19641965,MTL,3
19641965,MTL,2
19651966,MTL,2
19651966,MTL,3
19661967,MTL,2
19661967,MTL,3
19671968,MTL,3
19671968,MTL,2
19681969,MTL,2
19681969,MTL,3
19691970,MTL,2
19701971,MTL,3
19701971,MTL,2
19711972,MTL,3
19711972,MTL,2
19721973,MTL,3
19721973,MTL,2
19731974,MTL,3
19731974,MTL,2
19741975,MTL,3
19741975,MTL,2
19751976,MTL,3
19751976,MTL,2
19761977,MTL,3
19761977,MTL,2
19771978,MTL,3
19771978,MTL,2
19781979,MTL,2
19781979,MTL,3
19791980,MTL,3
19791980,MTL,2
19801981,MTL,2
19801981,MTL,3
19811982,MTL,2
19811982,MTL,3
19821983,MTL,2
19821983,MTL,3
19831984,MTL,3
19831984,MTL,2
19841985,MTL,3
19841985,MTL,2
19851986,MTL,2
19851986,MTL,3
19861987,MTL,2
19861987,MTL,3
19871988,MTL,3
19871988,MTL,2
19881989,MTL,3
19881989,MTL,2
19891990,MTL,2
19891990,MTL,3
19901991,MTL,2
19901991,MTL,3
19911992,MTL,3
19911992,MTL,2
19921993,MTL,2
19921993,MTL,3
19931994,MTL,3
19931994,MTL,2
19941995,MTL,2
19951996,MTL,3
19951996,MTL,2
19961997,MTL,3
19961997,MTL,2
19971998,MTL,3
19971998,MTL,2
19981999,MTL,2
